time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1991-08-28T00:51:53.280Z,24.671,62.708,33,4.5,mb,,,,0.7,us,usp0004vyf,2014-11-07T00:49:08.134Z,"63 km SE of Gwadar, Pakistan",earthquake,,,,20,reviewed,us,us
1991-01-19T10:08:25.210Z,26.012,60.762,33,4.8,mb,,,,0.8,us,usp0004kw4,2014-11-07T00:47:50.961Z,"26 km S of Qa?r-e Qand, Iran",earthquake,,,,29,reviewed,us,us
1990-04-10T18:38:28.850Z,25.307,62.868,33,4.2,mb,,,,1.2,us,usp00047sq,2014-11-07T00:46:08.991Z,"58 km ENE of Gwadar, Pakistan",earthquake,,,,6,reviewed,us,us
1988-11-15T05:04:01.780Z,27.019,60.844,33,4.3,mb,,,,0.4,us,usp0003nvr,2014-11-07T00:43:06.357Z,"25 km SE of Iranshahr, Iran",earthquake,,,,2,reviewed,us,us
1988-05-16T07:22:37.900Z,25.047,63.531,33,4,mb,,,,1.2,us,usp0003g04,2014-11-07T00:42:09.309Z,"24 km SSE of Pasni, Pakistan",earthquake,,,,3,reviewed,us,us
1988-03-14T02:26:39.430Z,24.922,62.869,33,4.6,mb,,,,1,us,usp0003dy0,2014-11-07T00:41:48.152Z,"59 km ESE of Gwadar, Pakistan",earthquake,,,,20,reviewed,us,us
1987-03-02T21:51:08.210Z,25.436,63.121,33,4.4,mb,,,,1,us,usp00032xu,2014-11-07T00:39:59.019Z,"39 km WNW of Pasni, Pakistan",earthquake,,,,7,reviewed,us,us
1987-01-10T13:06:56.390Z,26.32,60.878,33,4.6,mb,,,,0.8,us,usp00031ju,2014-11-07T00:39:38.812Z,"14 km ENE of Qa?r-e Qand, Iran",earthquake,,,,16,reviewed,us,us
1987-01-01T04:31:44.540Z,24.492,63.195,33,4.6,mb,,,,1,us,usp00031ay,2014-11-07T00:39:34.584Z,"89 km SSW of Pasni, Pakistan",earthquake,,,,4,reviewed,us,us
1986-12-31T16:56:48.930Z,25.205,63.215,33,4.9,mb,,,,0.9,us,usp00031af,2014-11-07T00:39:32.681Z,"26 km WSW of Pasni, Pakistan",earthquake,,,,24,reviewed,us,us
1985-09-24T07:05:56.390Z,26.782,61.845,33,4.7,mb,,,,0.5,us,usp0002k2g,2014-11-07T00:37:12.274Z,"123 km ENE of Qa?r-e Qand, Iran",earthquake,,,,16,reviewed,us,us
